loan_id,customer_id,applicant_role
LN-509071,CUST-101261,Co-Applicant
LN-509074,CUST-102344,Co-Applicant
LN-509081,CUST-105366,Co-Applicant
LN-509082,CUST-107378,Co-Applicant
LN-509100,CUST-104017,Co-Applicant
LN-509103,CUST-105013,Co-Applicant
LN-509109,CUST-102601,Co-Applicant
LN-509113,CUST-106772,Co-Applicant
LN-509121,CUST-105995,Co-Applicant
LN-509130,CUST-100284,Co-Applicant
LN-509151,CUST-101433,Co-Applicant
LN-509166,CUST-100495,Co-Applicant
LN-509167,CUST-100884,Co-Applicant
LN-509169,CUST-103058,Co-Applicant
LN-509185,CUST-106391,Co-Applicant
LN-509186,CUST-102819,Co-Applicant
LN-509192,CUST-100560,Co-Applicant
LN-509193,CUST-102358,Co-Applicant
LN-509194,CUST-103528,Co-Applicant
LN-509202,CUST-106279,Co-Applicant
LN-509207,CUST-107206,Co-Applicant
LN-509208,CUST-104934,Co-Applicant
LN-509221,CUST-105225,Co-Applicant
LN-509222,CUST-106820,Co-Applicant
LN-509230,CUST-106455,Co-Applicant
LN-509231,CUST-100193,Co-Applicant
LN-509239,CUST-105578,Co-Applicant
LN-509241,CUST-101169,Co-Applicant
LN-509253,CUST-101057,Co-Applicant
LN-509266,CUST-104986,Co-Applicant
LN-509268,CUST-107620,Co-Applicant
LN-509273,CUST-106116,Co-Applicant
LN-509277,CUST-105652,Co-Applicant
LN-509279,CUST-105687,Co-Applicant
LN-509287,CUST-107630,Co-Applicant
LN-509301,CUST-100093,Co-Applicant
LN-509310,CUST-106411,Co-Applicant
LN-509320,CUST-103595,Co-Applicant
LN-509321,CUST-103730,Co-Applicant
LN-509323,CUST-107186,Co-Applicant
LN-509329,CUST-107011,Co-Applicant
LN-509353,CUST-103763,Co-Applicant
LN-509354,CUST-103674,Co-Applicant
LN-509371,CUST-105246,Co-Applicant
LN-509374,CUST-103521,Co-Applicant
LN-509375,CUST-107945,Co-Applicant
LN-509395,CUST-104709,Co-Applicant
LN-509397,CUST-100806,Co-Applicant
LN-509398,CUST-106555,Co-Applicant
LN-509399,CUST-102439,Co-Applicant
LN-509405,CUST-106788,Co-Applicant
LN-509406,CUST-100672,Co-Applicant
LN-509443,CUST-100862,Co-Applicant
LN-509446,CUST-104740,Co-Applicant
LN-509447,CUST-102718,Co-Applicant
LN-509451,CUST-102162,Co-Applicant
LN-509457,CUST-103231,Co-Applicant
LN-509460,CUST-104509,Co-Applicant
LN-509462,CUST-106073,Co-Applicant
LN-509469,CUST-100775,Co-Applicant
LN-509473,CUST-103421,Co-Applicant
LN-509489,CUST-103084,Co-Applicant
LN-509490,CUST-102246,Co-Applicant
LN-509491,CUST-105950,Co-Applicant
LN-509494,CUST-105525,Co-Applicant
LN-509504,CUST-107531,Co-Applicant
LN-509516,CUST-101371,Co-Applicant
LN-509518,CUST-106330,Co-Applicant
LN-509519,CUST-101070,Co-Applicant
LN-509522,CUST-106835,Co-Applicant
LN-509540,CUST-105962,Co-Applicant
LN-509541,CUST-103825,Co-Applicant
LN-509550,CUST-101380,Co-Applicant
LN-509554,CUST-102835,Co-Applicant
LN-509564,CUST-106467,Co-Applicant
LN-509568,CUST-107250,Co-Applicant
LN-509572,CUST-106249,Co-Applicant
LN-509592,CUST-103607,Co-Applicant
LN-509593,CUST-102155,Co-Applicant
LN-509598,CUST-106362,Co-Applicant
LN-509600,CUST-100823,Co-Applicant
LN-509605,CUST-107478,Co-Applicant
LN-509607,CUST-107269,Co-Applicant
LN-509611,CUST-101510,Co-Applicant
LN-509620,CUST-103525,Co-Applicant
LN-509638,CUST-106839,Co-Applicant
LN-509654,CUST-104827,Co-Applicant
LN-509657,CUST-106728,Co-Applicant
LN-509661,CUST-102570,Co-Applicant
LN-509665,CUST-100734,Co-Applicant
LN-509671,CUST-107730,Co-Applicant
LN-509674,CUST-103307,Co-Applicant
LN-509688,CUST-101858,Co-Applicant
LN-509689,CUST-102134,Co-Applicant
LN-509696,CUST-106050,Co-Applicant
LN-509712,CUST-107867,Co-Applicant
LN-509716,CUST-107561,Co-Applicant
LN-509726,CUST-102225,Co-Applicant
LN-509730,CUST-101450,Co-Applicant
LN-509734,CUST-101227,Co-Applicant
LN-509742,CUST-107870,Co-Applicant
LN-509745,CUST-107906,Co-Applicant
LN-509756,CUST-100186,Co-Applicant
LN-509759,CUST-103869,Co-Applicant
LN-509763,CUST-103219,Co-Applicant
LN-509771,CUST-102018,Co-Applicant
LN-509786,CUST-104549,Co-Applicant
LN-509790,CUST-100957,Co-Applicant
LN-509792,CUST-104863,Co-Applicant
LN-509807,CUST-106742,Co-Applicant
LN-509830,CUST-101877,Co-Applicant
LN-509835,CUST-105276,Co-Applicant
LN-509836,CUST-100248,Co-Applicant
LN-509849,CUST-105481,Co-Applicant
LN-509858,CUST-106325,Co-Applicant
LN-509869,CUST-106538,Co-Applicant
LN-509871,CUST-106946,Co-Applicant
LN-509872,CUST-101246,Co-Applicant
LN-509874,CUST-104357,Co-Applicant
LN-509875,CUST-106966,Co-Applicant
LN-509878,CUST-101379,Co-Applicant
LN-509889,CUST-101831,Co-Applicant
LN-509900,CUST-103019,Co-Applicant
LN-509905,CUST-104127,Co-Applicant
LN-509907,CUST-102163,Co-Applicant
LN-509910,CUST-104017,Co-Applicant
LN-509917,CUST-105346,Co-Applicant
LN-509931,CUST-106435,Co-Applicant
LN-509937,CUST-103503,Co-Applicant
LN-509947,CUST-102697,Co-Applicant
LN-509955,CUST-107343,Co-Applicant
LN-509964,CUST-105840,Co-Applicant
LN-509971,CUST-104222,Co-Applicant
LN-509972,CUST-100039,Co-Applicant
LN-509976,CUST-101381,Co-Applicant
LN-509982,CUST-105591,Co-Applicant
LN-509984,CUST-103551,Co-Applicant
LN-509985,CUST-106514,Co-Applicant
LN-509986,CUST-103661,Co-Applicant
LN-509989,CUST-100504,Co-Applicant
LN-509993,CUST-102321,Co-Applicant
LN-510005,CUST-106553,Co-Applicant
LN-510006,CUST-103719,Co-Applicant
LN-510007,CUST-100369,Co-Applicant
