LOAN_ID,LOAN_SK,CUSTOMER_SK,CUSTOMER_ID,RISK_BAND_CODE,DUE_DAY_OF_MONTH,ORIGINATION_AMOUNT,INTEREST_RATE,LOAN_TERM_MONTHS,LOAN_TYPE,BUCKET_INDEX,DELINQUENCY_BUCKET,DPD,OUTSTANDING_BALANCE,RESTRUCTURED_FLAG,CHARGE_OFF_FLAG,SETTLEMENT_FLAG,FRAUD_FLAG,ASSIGNED_COLLECTOR_ID
LN-505307,5503,6682,CUST-106362,R1,15,7538.45,0.177,13,Personal,0,Current,0,4947.125,FALSE,FALSE,FALSE,FALSE,
LN-505308,5504,1999,CUST-101893,R1,19,23634.88,0.2411,0,Credit Card,0,Current,0,12555.9925,FALSE,FALSE,FALSE,FALSE,
LN-505309,5505,2711,CUST-102568,R4,3,5105.33,0.2169,41,Personal,0,Current,0,4264.82,FALSE,FALSE,FALSE,FALSE,
LN-505310,5506,2891,CUST-102740,R3,7,56437.92,0.0989,114,HELOC,0,Current,0,51982.29,FALSE,FALSE,FALSE,FALSE,
LN-505311,5507,5409,CUST-105141,R6,23,54885.32,0.0469,55,Auto,0,Current,0,49646.2925,FALSE,FALSE,FALSE,FALSE,
LN-505312,5508,5607,CUST-105330,R4,14,96625.44,0.0957,166,HELOC,0,Current,0,95315.76,FALSE,FALSE,FALSE,FALSE,
LN-505313,5509,2359,CUST-102230,R2,19,51873.18,0.0567,58,Auto,0,Current,0,47848.515,FALSE,FALSE,FALSE,FALSE,
LN-505314,5510,1872,CUST-101772,R3,1,17293.48,0.2284,0,Credit Card,0,Current,0,15131.8,FALSE,FALSE,FALSE,FALSE,
LN-505315,5511,1110,CUST-101050,R2,8,465493.6,0.0647,306,Mortgage,0,Current,0,462070.855,FALSE,FALSE,FALSE,FALSE,
LN-505316,5512,1657,CUST-101567,R3,7,7760.84,0.1715,0,Credit Card,0,Current,0,4365.455,FALSE,FALSE,FALSE,FALSE,
LN-505317,5513,7923,CUST-107548,R5,16,15149.29,0.2196,0,Credit Card,0,Current,0,10888.555,FALSE,FALSE,FALSE,FALSE,COL-1050
LN-505318,5514,320,CUST-100308,R1,25,17601.64,0.2144,16,Personal,0,Current,0,9900.94,FALSE,FALSE,FALSE,FALSE,
LN-505319,5515,2583,CUST-102445,R6,28,39469.13,0.0875,96,HELOC,0,Current,0,36385.58,FALSE,FALSE,FALSE,FALSE,
LN-505320,5516,5161,CUST-104905,R5,23,32954.14,0.0481,62,Auto,1,1-29,8,32156.86,FALSE,FALSE,FALSE,FALSE,COL-1069
LN-505321,5517,1541,CUST-101457,R3,12,11054.49,0.1936,0,Credit Card,0,Current,0,7254.54,FALSE,FALSE,FALSE,FALSE,
LN-505322,5518,5538,CUST-105263,R2,8,18996.9,0.0522,71,Auto,0,Current,0,15786.18,FALSE,FALSE,FALSE,FALSE,
LN-505323,5519,4153,CUST-103944,R3,7,114877.79,0.0803,79,HELOC,0,Current,0,101790.44,FALSE,FALSE,FALSE,FALSE,
LN-505324,5520,1197,CUST-101131,R2,26,9441.46,0.0932,44,Auto,0,Current,0,6705.565,FALSE,FALSE,FALSE,FALSE,
LN-505325,5521,5349,CUST-105083,R2,9,224176.69,0.0641,191,Mortgage,0,Current,0,222416.14,FALSE,FALSE,FALSE,FALSE,
LN-505326,5522,7589,CUST-107227,R3,23,9510.28,0.2568,0,Credit Card,0,Current,0,7429.915,FALSE,FALSE,FALSE,FALSE,
LN-505327,5523,3997,CUST-103795,R4,17,29449.38,0.1775,15,Personal,0,Current,0,18405.84,FALSE,FALSE,FALSE,FALSE,
LN-505330,5528,7348,CUST-106997,R3,22,40226.29,0.0903,59,Auto,0,Current,0,32044.69,FALSE,FALSE,FALSE,FALSE,
LN-505331,5529,8391,CUST-107990,R1,25,39120.25,0.1084,60,Auto,0,Current,0,38142.25,FALSE,FALSE,FALSE,FALSE,
LN-505332,5530,6301,CUST-106001,R6,6,49143.34,0.0798,52,Auto,0,Current,0,47725.75,FALSE,FALSE,FALSE,FALSE,
LN-505333,5531,1590,CUST-101503,R5,21,15523.73,0.2072,45,Personal,0,Current,0,13712.6375,FALSE,FALSE,FALSE,FALSE,
LN-505334,5532,2380,CUST-102249,R3,28,12653.58,0.0972,52,Personal,0,Current,0,11741.055,FALSE,FALSE,FALSE,FALSE,
LN-505335,5533,2344,CUST-102215,R5,12,25921.41,0.0902,46,Auto,0,Current,0,20427.1875,FALSE,FALSE,FALSE,FALSE,
LN-505336,5534,3336,CUST-103163,R3,25,41097.03,0.0883,70,Auto,0,Current,0,39335.73,FALSE,FALSE,FALSE,FALSE,
LN-505337,5535,2590,CUST-102452,R5,12,45780.02,0.0531,46,Auto,0,Current,0,43540.775,FALSE,FALSE,FALSE,FALSE,
LN-505338,5536,6422,CUST-106118,R1,6,20581.64,0.0695,39,Auto,0,Current,0,14248.88,FALSE,FALSE,FALSE,FALSE,
LN-505339,5537,4554,CUST-104326,R2,2,5390.13,0.1613,0,Credit Card,0,Current,0,3368.82,FALSE,FALSE,FALSE,FALSE,
LN-505340,5539,82,CUST-100078,R6,5,41134.64,0.1017,57,Auto,0,Current,0,36804.68,TRUE,FALSE,FALSE,FALSE,COL-1033
LN-505341,5540,6495,CUST-106187,R1,6,30317.16,0.0851,51,Auto,0,Current,0,24967.11,FALSE,FALSE,FALSE,FALSE,
LN-505342,5541,6983,CUST-106648,R3,13,31845.62,0.2113,32,Personal,0,Current,0,31099.235,FALSE,FALSE,FALSE,FALSE,
LN-505343,5542,7944,CUST-107567,R3,8,49403.19,0.0676,44,Auto,0,Current,0,40140.09,FALSE,FALSE,FALSE,FALSE,
LN-505344,5543,4013,CUST-103810,R3,5,23024.06,0.1638,53,Personal,0,Current,0,19114.28,FALSE,FALSE,FALSE,FALSE,
LN-505345,5544,5540,CUST-105265,R6,3,23660.99,0.2306,0,Credit Card,0,Current,0,17006.3675,FALSE,FALSE,FALSE,FALSE,COL-1088
LN-505346,5546,2246,CUST-102123,R3,16,5302.35,0.1792,0,Credit Card,1,1-29,15,3148.2825,FALSE,FALSE,FALSE,TRUE,COL-1114
LN-505347,5547,3285,CUST-103113,R2,5,22705.15,0.0805,29,Personal,0,Current,0,16245.895,FALSE,FALSE,FALSE,FALSE,
LN-505348,5548,2667,CUST-102526,R5,23,12529.92,0.1923,14,Personal,0,Current,0,9397.44,FALSE,FALSE,FALSE,FALSE,
LN-505349,5549,4504,CUST-104279,R4,2,7452.27,0.1225,25,Personal,0,Current,0,7005.135,FALSE,FALSE,FALSE,FALSE,
LN-505350,5550,776,CUST-100737,R4,19,39835.05,0.1052,72,Auto,1,1-29,12,38590.215,FALSE,FALSE,FALSE,FALSE,COL-1028
LN-505351,5551,891,CUST-100847,R2,7,33311.96,0.1361,42,Personal,0,Current,0,24983.99,FALSE,FALSE,FALSE,FALSE,
LN-505352,5552,6503,CUST-106195,R4,22,5264.34,0.1607,0,Credit Card,0,Current,0,5099.8275,FALSE,FALSE,FALSE,FALSE,
LN-505353,5553,4082,CUST-103877,R4,10,49771.51,0.0889,43,Auto,0,Current,0,42826.63,FALSE,FALSE,FALSE,FALSE,
LN-505354,5554,657,CUST-100624,R5,3,17802.66,0.0452,50,Auto,0,Current,0,17001.5475,FALSE,FALSE,FALSE,FALSE,
LN-505355,5555,1526,CUST-101442,R1,6,11313.35,0.088,36,Auto,0,Current,0,11077.655,FALSE,FALSE,FALSE,FALSE,
LN-505356,5556,4975,CUST-104726,R5,18,48684.75,0.0858,61,Auto,4,90+,133,44494.6725,FALSE,FALSE,FALSE,FALSE,COL-1097
LN-505357,5557,7630,CUST-107266,R4,9,13753.15,0.2479,0,Credit Card,0,Current,0,7306.3375,FALSE,FALSE,FALSE,FALSE,
LN-505358,5558,5739,CUST-105457,R2,26,23056.01,0.2598,0,Credit Card,0,Current,0,12248.4725,FALSE,FALSE,FALSE,FALSE,
LN-505359,5559,3191,CUST-103024,R4,19,36390.52,0.0834,55,Auto,0,Current,0,30931.9075,FALSE,FALSE,FALSE,FALSE,
LN-505360,5560,5225,CUST-104966,R3,11,11791.38,0.1196,50,Personal,0,Current,0,9315.165,FALSE,FALSE,FALSE,FALSE,
LN-505361,5561,6213,CUST-105916,R2,7,22087.26,0.1754,0,Credit Card,0,Current,0,13114.335,FALSE,FALSE,FALSE,FALSE,
LN-505362,5562,3103,CUST-102941,R2,11,16778.22,0.1082,59,Auto,0,Current,0,13578.945,FALSE,FALSE,FALSE,FALSE,
LN-505363,5563,1870,CUST-101770,R3,28,25705.56,0.165,15,Personal,0,Current,0,21689.0475,FALSE,FALSE,FALSE,FALSE,
LN-505364,5564,746,CUST-100709,R3,7,30506.12,0.0801,24,Personal,0,Current,0,27646.1675,FALSE,FALSE,FALSE,FALSE,
LN-505365,5565,7211,CUST-106865,R4,2,16715,0.0911,67,Auto,0,Current,0,13721.24,FALSE,FALSE,FALSE,FALSE,COL-1047
LN-505366,5566,7837,CUST-107468,R3,18,7576.48,0.1859,0,Credit Card,0,Current,0,4261.735,FALSE,FALSE,FALSE,FALSE,
LN-505367,5567,3713,CUST-103524,R3,3,6562.37,0.1442,44,Personal,0,Current,0,4884.545,FALSE,FALSE,FALSE,FALSE,
LN-505368,5568,7817,CUST-107448,R2,18,30945.36,0.2134,42,Personal,0,Current,0,28734.99,FALSE,FALSE,FALSE,FALSE,
LN-505369,5569,1438,CUST-101359,R1,3,24329.86,0.0813,48,Auto,0,Current,0,19007.725,FALSE,FALSE,FALSE,FALSE,
LN-505370,5570,2599,CUST-102460,R3,24,39362.37,0.0723,69,Auto,0,Current,0,34228.14,FALSE,FALSE,FALSE,FALSE,
LN-505371,5571,4906,CUST-104660,R4,26,25658.93,0.0893,22,Personal,0,Current,0,16838.69,FALSE,FALSE,FALSE,FALSE,
LN-505372,5572,7768,CUST-107400,R2,23,54639.84,0.0928,53,Auto,0,Current,0,43041.765,FALSE,FALSE,FALSE,FALSE,
LN-505373,5573,4757,CUST-104517,R3,1,30180.94,0.0489,63,Auto,0,Current,0,28743.76,FALSE,FALSE,FALSE,FALSE,
LN-505374,5574,330,CUST-100317,R3,4,10266.85,0.2144,17,Personal,0,Current,0,8983.48,FALSE,FALSE,FALSE,FALSE,
LN-505375,5575,7274,CUST-106927,R3,14,32073.84,0.0555,69,Auto,0,Current,0,27193.02,FALSE,FALSE,FALSE,FALSE,
LN-505376,5576,4821,CUST-104580,R4,13,14616.9,0.0681,62,Auto,0,Current,0,13202.34,FALSE,FALSE,FALSE,FALSE,
LN-505377,5577,2224,CUST-102106,R1,23,17661.3,0.211,43,Personal,0,Current,0,17045.205,FALSE,FALSE,FALSE,FALSE,
LN-505378,5578,2658,CUST-102517,R5,21,26781.48,0.053,39,Auto,0,Current,0,21116.205,FALSE,FALSE,FALSE,FALSE,
LN-505379,5579,3467,CUST-103286,R6,20,11902.85,0.151,0,Credit Card,0,Current,0,8183.225,FALSE,FALSE,FALSE,FALSE,
LN-505380,5580,5760,CUST-105478,R4,5,19948.65,0.1709,33,Personal,0,Current,0,16775.025,FALSE,FALSE,FALSE,FALSE,COL-1054
LN-505381,5581,3794,CUST-103600,R4,11,36025.24,0.0782,42,Auto,0,Current,0,25089.055,FALSE,FALSE,FALSE,FALSE,
LN-505382,5582,4262,CUST-104049,R4,15,23718.06,0.1096,20,Personal,0,Current,0,11859.06,FALSE,FALSE,FALSE,FALSE,COL-1104
LN-505383,5583,3845,CUST-103650,R7,13,49867.6,0.076,44,Auto,2,30-59,48,43917.5125,FALSE,FALSE,FALSE,FALSE,COL-1116
LN-505384,5584,3691,CUST-103502,R2,27,8714.88,0.1774,0,Credit Card,0,Current,0,7625.52,FALSE,FALSE,FALSE,FALSE,
LN-505385,5585,4200,CUST-103989,R3,28,39404.82,0.0573,45,Auto,0,Current,0,30867.135,FALSE,FALSE,FALSE,FALSE,
LN-505386,5586,7126,CUST-106783,R5,27,4280.08,0.1548,0,Credit Card,0,Current,0,3878.815,FALSE,FALSE,FALSE,FALSE,
LN-505387,5587,1551,CUST-101466,R3,5,48801.29,0.0968,39,Auto,0,Current,0,40354.88,FALSE,FALSE,FALSE,FALSE,
LN-505388,5588,647,CUST-100614,R3,24,8960.94,0.1611,54,Personal,0,Current,0,8712.03,FALSE,FALSE,FALSE,FALSE,
LN-505389,5589,7185,CUST-106840,R3,16,19240.49,0.0574,55,Auto,0,Current,0,15567.275,FALSE,FALSE,FALSE,FALSE,
LN-505390,5590,3687,CUST-103498,R2,3,6775.38,0.1564,0,Credit Card,0,Current,0,6563.6475,FALSE,FALSE,FALSE,FALSE,
LN-505391,5591,2654,CUST-102513,R5,2,34984.97,0.1784,32,Personal,0,Current,0,28425.29,FALSE,FALSE,FALSE,FALSE,COL-1007
LN-505392,5592,4334,CUST-104116,R5,18,43855.23,0.0629,64,HELOC,1,1-29,13,43855.23,FALSE,FALSE,FALSE,FALSE,
LN-505393,5593,5247,CUST-104987,R4,11,29679.29,0.0532,72,Auto,0,Current,0,25041.9275,FALSE,FALSE,FALSE,FALSE,
LN-505394,5594,3286,CUST-103114,R4,5,427586.11,0.058,344,Mortgage,3,60-89,86,418263.76,FALSE,FALSE,FALSE,FALSE,COL-1119
LN-505395,5595,2574,CUST-102437,R3,27,41616.99,0.0832,69,Auto,0,Current,0,35284.02,FALSE,FALSE,FALSE,FALSE,
LN-505396,5596,2372,CUST-102242,R3,5,39276.22,0.0728,53,Auto,1,1-29,26,32606.68,FALSE,FALSE,FALSE,FALSE,
LN-505397,5597,6677,CUST-106357,R7,16,19292.31,0.0766,54,Auto,4,90+,105,16076.88,FALSE,FALSE,FALSE,FALSE,COL-1006
LN-505398,5598,4467,CUST-104243,R3,28,63796.49,0.0686,177,HELOC,0,Current,0,62715.2,FALSE,FALSE,FALSE,FALSE,
LN-505399,5599,2524,CUST-102389,R5,11,25556.2,0.1145,16,Personal,0,Current,0,24757.57,FALSE,FALSE,FALSE,FALSE,
LN-505400,5600,2741,CUST-102596,R1,17,30647.31,0.0899,56,Personal,0,Current,0,24900.975,FALSE,FALSE,FALSE,FALSE,
LN-505401,5601,2825,CUST-102677,R3,28,11306.08,0.0457,57,Auto,0,Current,0,10264.7425,FALSE,FALSE,FALSE,FALSE,
LN-505402,5602,5842,CUST-105556,R2,26,63995.74,0.0834,102,HELOC,0,Current,0,60231.28,FALSE,FALSE,FALSE,FALSE,
LN-505403,5603,2526,CUST-102391,R1,21,37159.17,0.0607,55,Auto,0,Current,0,33612.165,FALSE,FALSE,FALSE,FALSE,
LN-505404,5604,4629,CUST-104394,R3,9,48790.59,0.0768,59,Auto,0,Current,0,40107.51,FALSE,FALSE,FALSE,FALSE,
LN-505405,5605,848,CUST-100805,R3,28,29265.73,0.0837,28,Personal,0,Current,0,18291.13,FALSE,FALSE,FALSE,FALSE,
LN-505406,5606,1272,CUST-101202,R4,12,15509.16,0.1672,0,Credit Card,0,Current,0,10177.845,FALSE,FALSE,FALSE,FALSE,
LN-505407,5607,1121,CUST-101060,R4,20,30055.46,0.148,53,Personal,0,Current,0,26227.67,FALSE,FALSE,FALSE,FALSE,
LN-505408,5608,1487,CUST-101406,R6,22,8476.5,0.0571,48,Auto,0,Current,0,8211.615,FALSE,FALSE,FALSE,FALSE,COL-1056
LN-505409,5609,3584,CUST-103398,R7,18,52026.79,0.0864,68,Auto,2,30-59,43,50305.315,FALSE,FALSE,FALSE,FALSE,COL-1007
LN-505410,5610,1824,CUST-101727,R2,2,20249.42,0.1851,0,Credit Card,0,Current,0,18351.0275,FALSE,FALSE,FALSE,FALSE,
LN-505411,5611,4543,CUST-104316,R2,9,83991.45,0.068,84,HELOC,0,Current,0,77242.125,FALSE,FALSE,FALSE,FALSE,
LN-505412,5612,4105,CUST-103900,R5,22,16199.45,0.1192,47,Personal,0,Current,0,12838.9175,FALSE,FALSE,FALSE,FALSE,
LN-505413,5613,8035,CUST-107653,R1,23,49795.07,0.1028,51,Auto,0,Current,0,39543.185,FALSE,FALSE,FALSE,FALSE,
LN-505414,5614,2227,CUST-102108,R4,20,13598.08,0.1598,0,Credit Card,0,Current,0,10623.4825,FALSE,FALSE,FALSE,FALSE,
LN-505415,5615,1449,CUST-101370,R4,20,147873.9,0.0953,80,HELOC,0,Current,0,140942.325,FALSE,FALSE,FALSE,FALSE,
LN-505416,5616,5258,CUST-104997,R2,11,8565.6,0.077,40,Auto,0,Current,0,7280.76,FALSE,FALSE,FALSE,FALSE,
LN-505417,5617,4830,CUST-104588,R4,22,34402.8,0.1096,51,Personal,0,Current,0,30861.36,FALSE,FALSE,FALSE,FALSE,
LN-505418,5618,8273,CUST-107880,R5,27,9544.57,0.2058,22,Personal,0,Current,0,6860.1625,FALSE,FALSE,FALSE,FALSE,
LN-505419,5619,1412,CUST-101336,R5,14,49939.85,0.0817,71,Auto,0,Current,0,42554.36,FALSE,FALSE,FALSE,FALSE,
LN-505420,5620,4029,CUST-103825,R3,10,13017.18,0.1914,0,Credit Card,0,Current,0,6915.405,FALSE,FALSE,FALSE,FALSE,COL-1115
LN-505421,5621,4198,CUST-103987,R4,20,599084.62,0.0598,309,Mortgage,0,Current,0,577273.2325,FALSE,FALSE,FALSE,FALSE,COL-1015
LN-505422,5622,6603,CUST-106288,R1,19,43115.93,0.0538,63,Auto,0,Current,0,35929.94,FALSE,FALSE,FALSE,FALSE,
LN-505423,5623,7110,CUST-106767,R4,8,28922.92,0.0848,60,Auto,0,Current,0,25307.545,FALSE,FALSE,FALSE,FALSE,
LN-505424,5624,5215,CUST-104957,R2,12,32799.97,0.0479,40,Auto,0,Current,0,32184.97,FALSE,FALSE,FALSE,FALSE,
LN-505425,5625,5135,CUST-104879,R2,23,5122.02,0.0989,42,Personal,0,Current,0,3658.62,FALSE,FALSE,FALSE,FALSE,
LN-505426,5626,4805,CUST-104564,R1,10,29140.86,0.0722,45,Auto,0,Current,0,21370.02,FALSE,FALSE,FALSE,FALSE,
LN-505427,5627,7112,CUST-106769,R3,16,25591.02,0.0794,40,Auto,0,Current,0,23671.68,FALSE,FALSE,FALSE,FALSE,
LN-505428,5628,4863,CUST-104621,R3,19,34120.52,0.0744,67,Auto,0,Current,0,32974.685,FALSE,FALSE,FALSE,FALSE,
LN-505429,5629,417,CUST-100400,R2,21,18853.28,0.2078,0,Credit Card,0,Current,0,18264.1175,FALSE,FALSE,FALSE,FALSE,
LN-505430,5630,1350,CUST-101278,R1,13,8112.65,0.1563,0,Credit Card,0,Current,0,7098.56,FALSE,FALSE,FALSE,FALSE,
LN-505431,5631,1516,CUST-101432,R4,27,19879.05,0.1634,15,Personal,0,Current,0,11803.2225,FALSE,FALSE,FALSE,FALSE,
LN-505432,5632,6603,CUST-106288,R4,2,41710.57,0.0905,36,Auto,0,Current,0,39972.625,FALSE,FALSE,FALSE,FALSE,
LN-505433,5633,5962,CUST-105674,R5,9,27727.72,0.1878,19,Personal,0,Current,0,23395.27,FALSE,FALSE,FALSE,FALSE,COL-1054
LN-505434,5634,4600,CUST-104367,R3,19,3791.14,0.1975,14,Personal,0,Current,0,2961.85,FALSE,FALSE,FALSE,FALSE,
LN-505435,5636,3589,CUST-103403,R2,11,16957.51,0.1863,31,Personal,0,Current,0,12034.33,FALSE,FALSE,FALSE,TRUE,
LN-505436,5637,5741,CUST-105459,R5,28,6072.22,0.1888,0,Credit Card,0,Current,0,3225.8575,FALSE,FALSE,FALSE,FALSE,
LN-505437,5638,5774,CUST-105491,R1,22,13541.11,0.2086,0,Credit Card,0,Current,0,6770.59,FALSE,FALSE,FALSE,FALSE,
LN-505438,5639,3159,CUST-102992,R4,26,34150.25,0.1194,12,Personal,0,Current,0,32015.855,FALSE,FALSE,FALSE,FALSE,
LN-505439,5640,5512,CUST-105238,R4,9,41660.3,0.0928,41,Auto,0,Current,0,40898.225,FALSE,FALSE,FALSE,FALSE,
LN-505440,5641,5644,CUST-105365,R5,5,20378.35,0.0807,42,Auto,0,Current,0,18194.95,FALSE,FALSE,FALSE,FALSE,
LN-505441,5642,737,CUST-100700,R2,26,23300,0.1025,71,Auto,0,Current,0,22561.6175,FALSE,FALSE,FALSE,FALSE,
LN-505442,5643,3263,CUST-103092,R4,21,3772.31,0.1546,47,Personal,0,Current,0,3170.36,FALSE,FALSE,FALSE,FALSE,COL-1020
LN-505443,5644,3377,CUST-103201,R2,3,38870.57,0.0948,42,Auto,0,Current,0,36094.1,FALSE,FALSE,FALSE,FALSE,
LN-505444,5645,3946,CUST-103746,R2,12,2154.73,0.1544,28,Personal,0,Current,0,1519.8925,FALSE,FALSE,FALSE,FALSE,
LN-505445,5646,5310,CUST-105045,R3,13,11094.39,0.151,40,Personal,0,Current,0,10054.29,FALSE,FALSE,FALSE,FALSE,
LN-505446,5647,2569,CUST-102432,R5,8,3953.93,0.2341,0,Credit Card,0,Current,0,2100.4925,FALSE,FALSE,FALSE,FALSE,
LN-505447,5648,1453,CUST-101374,R5,14,35568.18,0.0801,61,Auto,0,Current,0,33818.94,FALSE,FALSE,FALSE,FALSE,
LN-505448,5649,6582,CUST-106268,R4,5,10202.28,0.0476,53,Auto,0,Current,0,8614.155,FALSE,FALSE,FALSE,FALSE,COL-1069
LN-505449,5650,3353,CUST-103180,R1,10,47831.06,0.062,63,Auto,4,90+,201,44983.985,FALSE,FALSE,FALSE,FALSE,COL-1026
LN-505450,5651,646,CUST-100613,R3,4,10355.71,0.1732,0,Credit Card,0,Current,0,9061.24,FALSE,FALSE,FALSE,FALSE,
LN-505451,5652,8220,CUST-107829,R5,22,44919.22,0.052,63,Auto,0,Current,0,44919.22,FALSE,FALSE,FALSE,FALSE,
LN-505452,5653,5805,CUST-105521,R3,18,24868.26,0.1741,0,Credit Card,0,Current,0,18651.18,FALSE,FALSE,FALSE,FALSE,
LN-505453,5654,3239,CUST-103070,R3,22,46750.47,0.0885,51,Auto,0,Current,0,44000.43,FALSE,FALSE,FALSE,FALSE,
LN-505454,5655,419,CUST-100402,R3,4,54888.63,0.0922,48,Auto,0,Current,0,51458.1,FALSE,FALSE,FALSE,FALSE,
LN-505455,5656,3230,CUST-103061,R1,10,13880.33,0.0529,65,Auto,0,Current,0,11478.005,FALSE,FALSE,FALSE,FALSE,
LN-505456,5657,2099,CUST-101985,R3,13,42206.49,0.0517,65,Auto,0,Current,0,40745.4975,FALSE,FALSE,FALSE,FALSE,
LN-505457,5658,5322,CUST-105056,R3,20,45310.98,0.0579,56,Auto,0,Current,0,39849.42,FALSE,FALSE,FALSE,FALSE,COL-1117
LN-505458,5659,6630,CUST-106315,R2,8,14845.98,0.0484,57,Auto,0,Current,0,14455.29,FALSE,FALSE,FALSE,FALSE,
LN-505459,5660,1695,CUST-101605,R2,16,18114.37,0.0873,66,Auto,0,Current,0,16673.455,FALSE,FALSE,FALSE,FALSE,
LN-505460,5661,4898,CUST-104653,R6,15,17695.3,0.1543,51,Personal,4,90+,136,16654.39,FALSE,FALSE,FALSE,FALSE,COL-1088
LN-505461,5662,2370,CUST-102240,R5,14,18442.12,0.1025,58,Auto,0,Current,0,17249.7325,FALSE,FALSE,FALSE,FALSE,
LN-505462,5663,6010,CUST-105722,R3,21,17944.56,0.2095,0,Credit Card,0,Current,0,12336.885,FALSE,FALSE,FALSE,FALSE,COL-1100
LN-505463,5664,7375,CUST-107022,R5,2,34782.56,0.0697,63,Auto,0,Current,0,28985.51,FALSE,FALSE,FALSE,FALSE,COL-1070
LN-505464,5665,1981,CUST-101876,R1,8,27165.14,0.0885,37,Auto,0,Current,0,17804.2175,FALSE,FALSE,FALSE,FALSE,
LN-505465,5666,141,CUST-100134,R1,27,32736.25,0.0587,61,Auto,0,Current,0,31126.27,FALSE,FALSE,FALSE,FALSE,
LN-505466,5667,1689,CUST-101599,R2,12,116512.12,0.0849,115,HELOC,0,Current,0,108913.495,FALSE,FALSE,FALSE,FALSE,
LN-505467,5668,3533,CUST-103349,R4,17,13553.76,0.2033,0,Credit Card,0,Current,0,10165.32,FALSE,FALSE,FALSE,FALSE,
LN-505468,5669,800,CUST-100759,R4,22,25408.9,0.2008,50,Personal,1,1-29,9,25408.9,FALSE,FALSE,FALSE,FALSE,
LN-505469,5670,3088,CUST-102927,R4,22,8249.39,0.104,59,Personal,0,Current,0,7934.795,FALSE,FALSE,FALSE,FALSE,
LN-505470,5671,2841,CUST-102692,R4,10,1754.28,0.1801,0,Credit Card,0,Current,0,1699.4625,FALSE,FALSE,FALSE,FALSE,
LN-505471,5672,5238,CUST-104979,R1,25,16394.05,0.1011,67,Auto,0,Current,0,14375.3575,FALSE,FALSE,FALSE,FALSE,
LN-505472,5673,8056,CUST-107674,R3,15,114025.69,0.064,158,HELOC,0,Current,0,113484.43,FALSE,FALSE,FALSE,FALSE,
LN-505473,5674,834,CUST-100792,R4,2,54101.12,0.0539,45,Auto,0,Current,0,53199.4325,FALSE,FALSE,FALSE,FALSE,
LN-505474,5675,8394,CUST-107993,R4,13,27149.41,0.0865,55,Auto,0,Current,0,25298.2975,FALSE,FALSE,FALSE,FALSE,
LN-505475,5676,1748,CUST-101656,R1,4,14182.48,0.1385,27,Personal,0,Current,0,11818.72,FALSE,FALSE,FALSE,FALSE,
LN-505476,5677,5254,CUST-104994,R2,7,12429.96,0.2214,0,Credit Card,0,Current,0,11264.6625,FALSE,FALSE,FALSE,FALSE,
LN-505477,5678,7792,CUST-107423,R1,20,76064.16,0.0617,67,HELOC,0,Current,0,73509.7575,FALSE,FALSE,FALSE,FALSE,
LN-505478,5679,3325,CUST-103153,R2,26,53574.63,0.1068,47,Auto,0,Current,0,51009.8775,FALSE,FALSE,FALSE,FALSE,
LN-505479,5680,5804,CUST-105520,R6,23,29665.74,0.0996,41,Auto,0,Current,0,28580.415,FALSE,FALSE,FALSE,FALSE,
LN-505480,5681,5727,CUST-105446,R5,13,53570.75,0.0648,66,Auto,0,Current,0,53570.75,FALSE,FALSE,FALSE,FALSE,
LN-505481,5682,205,CUST-100197,R5,16,423587.49,0.0646,236,Mortgage,0,Current,0,410126.04,FALSE,FALSE,FALSE,FALSE,COL-1011
LN-505482,5683,4727,CUST-104488,R2,4,42167.63,0.0673,64,Auto,0,Current,0,36237.8,FALSE,FALSE,FALSE,FALSE,
LN-505483,5684,3156,CUST-102989,R3,6,12508.36,0.0575,47,Auto,0,Current,0,10911.52,FALSE,FALSE,FALSE,FALSE,
LN-505484,5685,6190,CUST-105894,R5,10,19833.23,0.0627,67,Auto,0,Current,0,18279.125,FALSE,FALSE,FALSE,FALSE,
LN-505485,5686,4889,CUST-104646,R3,1,28813.09,0.1468,36,Personal,0,Current,0,27612.55,FALSE,FALSE,FALSE,FALSE,
LN-505486,5687,5078,CUST-104824,R4,25,9655.08,0.1742,0,Credit Card,0,Current,0,8749.905,FALSE,FALSE,FALSE,FALSE,
LN-505487,5688,2353,CUST-102224,R1,9,24042.33,0.0694,69,Auto,0,Current,0,22474.35,FALSE,FALSE,FALSE,FALSE,COL-1000
LN-505488,5689,3110,CUST-102947,R4,13,52168.23,0.0624,38,Auto,0,Current,0,40842.2175,FALSE,FALSE,FALSE,FALSE,
LN-505489,5690,2334,CUST-102206,R3,18,45331.04,0.0636,40,Auto,0,Current,0,34281.56,FALSE,FALSE,FALSE,FALSE,
LN-505490,5691,5161,CUST-104905,R4,24,21947.19,0.1068,56,Auto,0,Current,0,21947.19,FALSE,FALSE,FALSE,FALSE,
LN-505491,5692,6757,CUST-106434,R2,20,85516.84,0.0825,69,HELOC,0,Current,0,82728.2575,FALSE,FALSE,FALSE,FALSE,
LN-505492,5693,2121,CUST-102007,R3,2,38624.39,0.0811,65,Auto,0,Current,0,34613.405,FALSE,FALSE,FALSE,FALSE,
LN-505493,5694,4642,CUST-104407,R4,23,29131.72,0.0455,38,Auto,0,Current,0,19932.28,FALSE,FALSE,FALSE,FALSE,
